xl1xv1r src,x1i10hfl href 3,Primer segmento,Segundo segmento,tercer segmento,likes,Respuestas,repost,x1rg5ohu
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFOJoo-42fY7HLxYnW4BDgwvL2QJjb5RuWFFlCihBwak2BI3_4Di0C6qHIF04uvFiM&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=Qvt8LrtvKQfpUri7Snt40A&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxnKS8H0VrAvoRrJwYzEbbdnfKlma6XdyK69jBvmJgZpg&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DURULoOAXTH,"When I want to hurt someone who hurt me, I remind myself that tomorrow they’ll wake up and still be themselves. And that there’s no pain I can inflict upon them that’s worse than them being themselves. And that helps me get over it.",,,"1,2 mil",59,127,02/02/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFOJoo-42fY7HLxYnW4BDgwvL2QJjb5RuWFFlCihBwak2BI3_4Di0C6qHIF04uvFiM&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=Qvt8LrtvKQfpUri7Snt40A&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxnKS8H0VrAvoRrJwYzEbbdnfKlma6XdyK69jBvmJgZpg&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUQ5hFVicY_,The easiest way to avoid criticism is to avoid being open. It’s also the easiest way to avoid being loved.,,,374,35,24,02/02/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFOJoo-42fY7HLxYnW4BDgwvL2QJjb5RuWFFlCihBwak2BI3_4Di0C6qHIF04uvFiM&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=Qvt8LrtvKQfpUri7Snt40A&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxnKS8H0VrAvoRrJwYzEbbdnfKlma6XdyK69jBvmJgZpg&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUOvupIEY_y,The main difference between video games and reality is that feedback loops are slower but there are far more ways to win.,,,381,46,10,01/02/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFOJoo-42fY7HLxYnW4BDgwvL2QJjb5RuWFFlCihBwak2BI3_4Di0C6qHIF04uvFiM&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=Qvt8LrtvKQfpUri7Snt40A&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxnKS8H0VrAvoRrJwYzEbbdnfKlma6XdyK69jBvmJgZpg&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUOR3CiiTvG,"If CAC stays flat as you scale, your brand + CRO are working.",,,170,12,5,01/02/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFOJoo-42fY7HLxYnW4BDgwvL2QJjb5RuWFFlCihBwak2BI3_4Di0C6qHIF04uvFiM&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=Qvt8LrtvKQfpUri7Snt40A&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxnKS8H0VrAvoRrJwYzEbbdnfKlma6XdyK69jBvmJgZpg&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUMQFamlG80,"No matter what career path you pick in life, it will be hard. So pick something that pays better.",,,811,41,39,31/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFOJoo-42fY7HLxYnW4BDgwvL2QJjb5RuWFFlCihBwak2BI3_4Di0C6qHIF04uvFiM&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=Qvt8LrtvKQfpUri7Snt40A&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxnKS8H0VrAvoRrJwYzEbbdnfKlma6XdyK69jBvmJgZpg&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DULp3f6lBN1,The secret to getting what you want:,Doing lots of things you don’t want first.,,747,40,52,31/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFOJoo-42fY7HLxYnW4BDgwvL2QJjb5RuWFFlCihBwak2BI3_4Di0C6qHIF04uvFiM&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=Qvt8LrtvKQfpUri7Snt40A&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxnKS8H0VrAvoRrJwYzEbbdnfKlma6XdyK69jBvmJgZpg&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUJoUHskgTa,"When in doubt, clear over clever.",Small words. Short sentences. Big opportunities.,Complex confuses. Simple sells.,438,25,21,30/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFOJoo-42fY7HLxYnW4BDgwvL2QJjb5RuWFFlCihBwak2BI3_4Di0C6qHIF04uvFiM&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=Qvt8LrtvKQfpUri7Snt40A&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxnKS8H0VrAvoRrJwYzEbbdnfKlma6XdyK69jBvmJgZpg&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUJbO-AkZfI,hormozi,Verificado,,49,1,,30/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHiZVjBA0C_mt85b801NWNiqddduVGC5zLEJtD3fUAV9XQLlNgLDARWKkhxKdoGasA&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=vdrH45utdxLRU2vyO0ahcA&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_Afwz5uaTtB43ZoHN1h3s-qqP4_efj3f_O2VFtjFfrhrn7Q&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUJbO-AkZfI,hormozi,Verificado,,49,1,,30/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHiZVjBA0C_mt85b801NWNiqddduVGC5zLEJtD3fUAV9XQLlNgLDARWKkhxKdoGasA&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=vdrH45utdxLRU2vyO0ahcA&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_Afwz5uaTtB43ZoHN1h3s-qqP4_efj3f_O2VFtjFfrhrn7Q&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUJLBHYlBLJ,People wildly underestimate how effective trying way harder than your competition works.,,,626,38,22,30/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHiZVjBA0C_mt85b801NWNiqddduVGC5zLEJtD3fUAV9XQLlNgLDARWKkhxKdoGasA&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=vdrH45utdxLRU2vyO0ahcA&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_Afwz5uaTtB43ZoHN1h3s-qqP4_efj3f_O2VFtjFfrhrn7Q&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUHAxcfErMO,How to see if someone will snap under pressure:,"When shit gets hard, they will prioritize their feelings over their commitment and justify the change claiming their new feelings nullify their previous commitment.",,632,39,44,29/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHiZVjBA0C_mt85b801NWNiqddduVGC5zLEJtD3fUAV9XQLlNgLDARWKkhxKdoGasA&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=vdrH45utdxLRU2vyO0ahcA&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_Afwz5uaTtB43ZoHN1h3s-qqP4_efj3f_O2VFtjFfrhrn7Q&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUG1_wMFY9S,hormozi,Verificado,,28,,1,29/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHiZVjBA0C_mt85b801NWNiqddduVGC5zLEJtD3fUAV9XQLlNgLDARWKkhxKdoGasA&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=vdrH45utdxLRU2vyO0ahcA&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_Afwz5uaTtB43ZoHN1h3s-qqP4_efj3f_O2VFtjFfrhrn7Q&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUGkDDPlZ9p,"Person to keep (rare):
Commitments > Feelings","People to avoid (most people):
Feelings > Commitment","Your word only matters when it’s inconvenient, painful, and less profitable. Otherwise, there’s no point in making the commitment to begin with. Commitments are only for bad times, otherwise they’re just conveniences.",262,11,27,29/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHiZVjBA0C_mt85b801NWNiqddduVGC5zLEJtD3fUAV9XQLlNgLDARWKkhxKdoGasA&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=vdrH45utdxLRU2vyO0ahcA&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_Afwz5uaTtB43ZoHN1h3s-qqP4_efj3f_O2VFtjFfrhrn7Q&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUEeCf1mDt1,"A sign of maturity is doing what you said you would do then, not what you feel like doing now.",,,623,47,43,28/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHiZVjBA0C_mt85b801NWNiqddduVGC5zLEJtD3fUAV9XQLlNgLDARWKkhxKdoGasA&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=vdrH45utdxLRU2vyO0ahcA&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_Afwz5uaTtB43ZoHN1h3s-qqP4_efj3f_O2VFtjFfrhrn7Q&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUEQ9JWlXrH,hormozi,Verificado,,34,1,2,28/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHiZVjBA0C_mt85b801NWNiqddduVGC5zLEJtD3fUAV9XQLlNgLDARWKkhxKdoGasA&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=vdrH45utdxLRU2vyO0ahcA&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_Afwz5uaTtB43ZoHN1h3s-qqP4_efj3f_O2VFtjFfrhrn7Q&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DUEDJUikbk3,"Beyond a certain point, working hard is table stakes.",,,337,29,18,28/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHYBS1_yj_iBuOrFC8vtsuuH5fBsaJd0naLcNfddzjBmlfNofb5tHiozV50kOFOgE4&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=x8yEaMkegm41rNRAz7bBzw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxZsZ-AaoIHW4Ggd9kJCC_LFKnzfCxmmQWoXss7nHtNog&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DT-yPx-iaN1,hormozi,Verificado,,87,5,2,26/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHYBS1_yj_iBuOrFC8vtsuuH5fBsaJd0naLcNfddzjBmlfNofb5tHiozV50kOFOgE4&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=x8yEaMkegm41rNRAz7bBzw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxZsZ-AaoIHW4Ggd9kJCC_LFKnzfCxmmQWoXss7nHtNog&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DT8uKjUEqtO,"If you make content about stuff you did and share the lessons you learned, you'll do well.","If you make content about stuff other people did, and share their lessons, you'll do poorly.","Do cool stuff
Talk about it
Make money
Invest money in doing cooler stuff
Repeat.","1,1 mil",83,67,25/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHYBS1_yj_iBuOrFC8vtsuuH5fBsaJd0naLcNfddzjBmlfNofb5tHiozV50kOFOgE4&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=x8yEaMkegm41rNRAz7bBzw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxZsZ-AaoIHW4Ggd9kJCC_LFKnzfCxmmQWoXss7nHtNog&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DT8QS8UAAtl,What people think owning a business is like: doing what you love everyday,"What owning a business is actually like:
loving something enough to suffer for it",,689,64,61,25/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHYBS1_yj_iBuOrFC8vtsuuH5fBsaJd0naLcNfddzjBmlfNofb5tHiozV50kOFOgE4&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=x8yEaMkegm41rNRAz7bBzw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxZsZ-AaoIHW4Ggd9kJCC_LFKnzfCxmmQWoXss7nHtNog&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DT6OhRngZFX,You cannot both blame someone else for your life and claim you’re in control.,"Responsibility and blame are twins. They mean the same thing. The only difference is the first we use to give power to ourselves, the second we use to remove it.",,263,19,19,24/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHYBS1_yj_iBuOrFC8vtsuuH5fBsaJd0naLcNfddzjBmlfNofb5tHiozV50kOFOgE4&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=x8yEaMkegm41rNRAz7bBzw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxZsZ-AaoIHW4Ggd9kJCC_LFKnzfCxmmQWoXss7nHtNog&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DT5oTByAIHi,"It’s an odd feeling when you get old enough to say “I haven’t done that in 20 years” and 20 years ago, you were an adult capable of doing things.",,,243,42,7,24/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHYBS1_yj_iBuOrFC8vtsuuH5fBsaJd0naLcNfddzjBmlfNofb5tHiozV50kOFOgE4&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=x8yEaMkegm41rNRAz7bBzw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxZsZ-AaoIHW4Ggd9kJCC_LFKnzfCxmmQWoXss7nHtNog&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DT3mv9AD6UM,"In the first half of your education, you learn to pay attention. In the second half, you learn to ignore.",,,439,36,30,23/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHYBS1_yj_iBuOrFC8vtsuuH5fBsaJd0naLcNfddzjBmlfNofb5tHiozV50kOFOgE4&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=x8yEaMkegm41rNRAz7bBzw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxZsZ-AaoIHW4Ggd9kJCC_LFKnzfCxmmQWoXss7nHtNog&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DT3Jc89FJf9,"There’s never been a better time to be 18 years old. The amount of education information that is available now from the best minds in business is unparalleled. You get to know everything the best figured out…at age 18. Then you just need to do it, rather than figure out how to do it, which is what it takes so long.",,,272,34,11,23/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHYBS1_yj_iBuOrFC8vtsuuH5fBsaJd0naLcNfddzjBmlfNofb5tHiozV50kOFOgE4&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=x8yEaMkegm41rNRAz7bBzw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxZsZ-AaoIHW4Ggd9kJCC_LFKnzfCxmmQWoXss7nHtNog&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DT0_NU9EpRY,"Most people will not understand this but if you do, it will make you dollars.",Instead of making content that’s got 10 nuggets with 1 reason to do them.,You want to make content that has 1 nugget and 10 reasons to do it.,881,59,39,22/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHYBS1_yj_iBuOrFC8vtsuuH5fBsaJd0naLcNfddzjBmlfNofb5tHiozV50kOFOgE4&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=x8yEaMkegm41rNRAz7bBzw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxZsZ-AaoIHW4Ggd9kJCC_LFKnzfCxmmQWoXss7nHtNog&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DT0ifG_EYDt,Your entire life will be summarized into a 500 to 1500 word eulogy read by someone else.,That thing you’re worried about probably doesn’t matter.,"Since the end is the same no matter what, you might as well make it interesting for yourself and go for it.",450,44,31,22/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHYBS1_yj_iBuOrFC8vtsuuH5fBsaJd0naLcNfddzjBmlfNofb5tHiozV50kOFOgE4&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=x8yEaMkegm41rNRAz7bBzw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxZsZ-AaoIHW4Ggd9kJCC_LFKnzfCxmmQWoXss7nHtNog&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DTyceRXFmHE,It’s hard because you’re inexperienced not incapable.,,,"1,2 mil",79,111,21/01/2026
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gHYBS1_yj_iBuOrFC8vtsuuH5fBsaJd0naLcNfddzjBmlfNofb5tHiozV50kOFOgE4&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=x8yEaMkegm41rNRAz7bBzw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxZsZ-AaoIHW4Ggd9kJCC_LFKnzfCxmmQWoXss7nHtNog&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DTyBlFSFiqT,A trait I’ve noticed from all great entrepreneurs: they always ask: “Great. Now how can we do it faster?”,,,579,80,32,21/01/2026
